source|target|weight
46175a36-4281-5760-b85d-4286b4d12a48|60651c0e-bc42-510c-b7a2-33f34d2fd8e9|0.9252937543320712
46175a36-4281-5760-b85d-4286b4d12a48|3ecb5e68-11a0-530e-ba7a-2b1b82376e66|0.6709251136729696
46175a36-4281-5760-b85d-4286b4d12a48|0d9fcc74-c55e-56ad-8481-29149564712c|0.7972067200017467
46175a36-4281-5760-b85d-4286b4d12a48|e3970ebb-2bdb-5f4a-a98f-b1c3180e2e71|0.7470957156091997
46175a36-4281-5760-b85d-4286b4d12a48|8ed2de42-071a-58b7-9397-9f3e1488589f|0.5030030992110561
46175a36-4281-5760-b85d-4286b4d12a48|e0e0710b-66de-553f-a8b7-39f6135eef06|0.6851371550813679
46175a36-4281-5760-b85d-4286b4d12a48|4cfcef34-15b1-5d2c-8a53-cdab0915811b|0.913912077731584
46175a36-4281-5760-b85d-4286b4d12a48|e228598b-3ac3-52c5-9370-bc4856c77039|0.827874150624161
46175a36-4281-5760-b85d-4286b4d12a48|13e4dee0-999c-5823-8500-5d2a8c8bcc54|0.8032216778105795
46175a36-4281-5760-b85d-4286b4d12a48|42ee6d1f-9e79-5bf8-8d2c-1343c7727807|0.6793949034813185
46175a36-4281-5760-b85d-4286b4d12a48|6a5a5c95-53a3-5eeb-81a6-ce4ab132ecea|0.8759226519480956
46175a36-4281-5760-b85d-4286b4d12a48|43a132c6-a869-53aa-aa68-fc99a8b1839e|0.5904459759641901
46175a36-4281-5760-b85d-4286b4d12a48|a10514f6-029b-52a3-9422-8d628e96bdb4|0.8051443148817291
46175a36-4281-5760-b85d-4286b4d12a48|f22961a8-5251-540a-bd05-3840f1c380b5|0.508045217373201
46175a36-4281-5760-b85d-4286b4d12a48|63cf2962-3ee7-5552-bdd3-3589c00f46a3|0.8817124314077204
46175a36-4281-5760-b85d-4286b4d12a48|4151db90-2108-5e05-b3fa-7800356d8713|0.7011528923494692
46175a36-4281-5760-b85d-4286b4d12a48|cbe88fa8-248c-516e-a1a7-e27df6652cfa|0.6696445201421831
46175a36-4281-5760-b85d-4286b4d12a48|0b0ca4a4-90b1-549e-b036-64fde3b5b948|0.6457252689552536
46175a36-4281-5760-b85d-4286b4d12a48|a730a612-0c8f-51c0-b3c2-941b6036a5ff|0.6976297640142064
46175a36-4281-5760-b85d-4286b4d12a48|2dbae7c7-a69b-573e-a658-b8b46e1451b5|0.6867934925484851
46175a36-4281-5760-b85d-4286b4d12a48|9e0d9498-0ea4-5e91-8ddf-a51e8dba6a88|0.6473516428193147
46175a36-4281-5760-b85d-4286b4d12a48|f55a85ce-c714-5604-b3b6-4bf8ac8fc422|0.627736852799765
46175a36-4281-5760-b85d-4286b4d12a48|ffade7ff-dbe1-554d-a764-9eae44f5f391|0.5151640894759257
46175a36-4281-5760-b85d-4286b4d12a48|ccb84223-2e7e-5846-9621-1d63e45560a4|0.5905668282572899
46175a36-4281-5760-b85d-4286b4d12a48|a006c05f-5b2b-538c-84e9-402afd139e7a|0.723368405542422
46175a36-4281-5760-b85d-4286b4d12a48|22996ac4-2c7c-5c4f-83d2-427013d27c68|0.5349470490592281
46175a36-4281-5760-b85d-4286b4d12a48|a3c195c3-af9a-5836-85de-c4a035fe8b57|0.6819616148553074
46175a36-4281-5760-b85d-4286b4d12a48|9500030f-f40a-5eb6-8543-69e331beb46a|0.5278753825349142
46175a36-4281-5760-b85d-4286b4d12a48|dc3d7dee-9882-57b7-967c-22dce07ffb54|0.5416284815676287
46175a36-4281-5760-b85d-4286b4d12a48|277718c6-12c3-5b38-90ae-5ae9b847091c|0.6143835406860013
46175a36-4281-5760-b85d-4286b4d12a48|aa619aaf-4678-5afc-bda2-bdc429e3ac7f|0.9399579640102567
46175a36-4281-5760-b85d-4286b4d12a48|61ae0ff7-e01d-5890-aa68-e0be101f6c93|0.5868973277760325
46175a36-4281-5760-b85d-4286b4d12a48|df45daf0-7c10-52c8-a346-d00ae015d660|0.6475040941890376
46175a36-4281-5760-b85d-4286b4d12a48|553a2ac8-7eb3-5089-91cb-ad55ec75f51a|0.6155074795250748
46175a36-4281-5760-b85d-4286b4d12a48|30bb0482-71da-5204-89d3-b6e5307dcfb5|0.8458333132480852
46175a36-4281-5760-b85d-4286b4d12a48|712fa4f6-aeb6-57f5-ab2c-1a3da860fd43|0.5573566354917802
46175a36-4281-5760-b85d-4286b4d12a48|5a563f38-d03d-510d-acdc-ed6bc098ba34|0.732416578126739
46175a36-4281-5760-b85d-4286b4d12a48|c4933ed6-4073-52f7-8e20-2dde7ad1c706|0.9139362724828601
46175a36-4281-5760-b85d-4286b4d12a48|2974aa5f-86ed-5eb3-b5cf-2648154d4399|0.5132239608872124
46175a36-4281-5760-b85d-4286b4d12a48|1fb0d11f-f5bf-5368-9627-58abb682967d|0.7919694424604421
46175a36-4281-5760-b85d-4286b4d12a48|8de09992-de5c-5394-b9ed-eca5b2ced6e1|0.7000133652051911
46175a36-4281-5760-b85d-4286b4d12a48|2c2f6d39-cc2d-5ea1-91e3-c9d1fb76b791|0.6375758040655468
46175a36-4281-5760-b85d-4286b4d12a48|7b57e67f-53c6-539e-9934-fcf5d9c3eec5|0.7696610720025222
46175a36-4281-5760-b85d-4286b4d12a48|3ae33649-180d-5f46-9264-121675d9ca85|0.5678210173153256
46175a36-4281-5760-b85d-4286b4d12a48|3ef1ab37-3523-5363-83bf-0fe95f09c2f3|0.560990356412731
46175a36-4281-5760-b85d-4286b4d12a48|495295e9-a07d-56d4-a100-ef9c2d0b514e|0.670290764150554
46175a36-4281-5760-b85d-4286b4d12a48|1d57b803-4d4d-5917-8569-135a05b956f5|0.750542210774436
