source|target|weight
32545439-d5a9-533d-9b41-fa0fc5274da1|84c0a72c-6399-5b3f-8f9b-4533ef53af12|0.7010730789115789
d9a3aa25-e33b-5dad-ba54-29d43f6924e9|1915b695-9d03-54f9-8ec5-66872df67cef|0.5632552816349388
e4196641-1351-54b1-a788-8ba54aae1a40|7dd64307-dbd4-533f-a2d1-b94e2cd2d36b|0.8291921991548308
7dd64307-dbd4-533f-a2d1-b94e2cd2d36b|c1b66cc7-adc8-53b0-97ec-5e25db18cc4f|0.5388615050152035
9552912a-4059-512a-b763-a63ac86316e2|63c7907f-10c8-5352-98db-0816c5689d28|0.5343969485309314
9552912a-4059-512a-b763-a63ac86316e2|01fa2ca8-2597-5700-aacf-65b13be55c30|0.7509596288690613
9552912a-4059-512a-b763-a63ac86316e2|007d35e1-7a0a-5378-bc46-1a2c5d3036f0|0.7787849389626514
9552912a-4059-512a-b763-a63ac86316e2|85a9a460-a57f-58db-bd53-846239237d26|0.5720570449523563
9552912a-4059-512a-b763-a63ac86316e2|45f3cd8d-d270-541d-a759-2b5aed2d300d|0.7106300430585726
9552912a-4059-512a-b763-a63ac86316e2|57896132-383f-549a-a545-11da680a7bdb|0.8790774942552027
9552912a-4059-512a-b763-a63ac86316e2|9720583b-5daf-5d18-b464-1a8647704055|0.620477069644103
9552912a-4059-512a-b763-a63ac86316e2|b2e6b4ca-0c60-5f85-96bd-4340aec30270|0.5538491025323669
9552912a-4059-512a-b763-a63ac86316e2|7ce1a2d3-63cd-531e-8527-e5526e294aa7|0.8701261869110307
9552912a-4059-512a-b763-a63ac86316e2|e3fcfebf-2607-5266-9deb-720e02d6cfa8|0.5085100061468204
9552912a-4059-512a-b763-a63ac86316e2|53dc234a-a6f4-5c5f-8b82-eb1cdd52e0c5|0.7232071793494986
9552912a-4059-512a-b763-a63ac86316e2|86687de7-52b5-52e9-bf8e-4f9b2ebb9563|0.7000490364648173
9552912a-4059-512a-b763-a63ac86316e2|100cc070-f034-5df8-aa66-a16ccc9406db|0.5108515862769396
9552912a-4059-512a-b763-a63ac86316e2|b778927f-4c99-5652-a451-4e250fdb157b|0.5711259146658538
9552912a-4059-512a-b763-a63ac86316e2|9339bca8-b56c-525b-9b04-80f3d568d550|0.5150546659555443
9552912a-4059-512a-b763-a63ac86316e2|f8aa0aef-ce72-5ceb-a6fe-c1cd5c2b743a|0.6676102938907467
9552912a-4059-512a-b763-a63ac86316e2|e996a810-ff1a-5164-9f36-a3005f1d8388|0.6150772293624583
9552912a-4059-512a-b763-a63ac86316e2|65da7616-389a-5df1-9b52-51a3545fe668|0.5825118879508527
9552912a-4059-512a-b763-a63ac86316e2|2f9f8e6b-9178-59ba-ab4a-889a7da7e018|0.6539182711663858
9552912a-4059-512a-b763-a63ac86316e2|3bc0714b-c04a-54f4-8121-878d56b5ad2a|0.7195737712370531
9552912a-4059-512a-b763-a63ac86316e2|984f95f7-2935-5641-99b5-0f9fcf634468|0.6180577296079734
9552912a-4059-512a-b763-a63ac86316e2|87322dd6-f477-573b-9793-f37b9df35122|0.8807907571465687
9552912a-4059-512a-b763-a63ac86316e2|1977f2f0-d6cd-523a-9349-5c807871a057|0.6507689050117839
9552912a-4059-512a-b763-a63ac86316e2|6087afed-9bd7-5c48-92a7-9ed1f68afbd4|0.588049611998524
9552912a-4059-512a-b763-a63ac86316e2|59d5844d-dcc5-5616-8c0f-48bb3c2d4a4b|0.5272226875954007
9552912a-4059-512a-b763-a63ac86316e2|4b6b9bf7-01bb-511f-a9e5-a0550b3b09cf|0.529204541938527
9552912a-4059-512a-b763-a63ac86316e2|78248316-e022-52d6-ba80-8406910f7905|0.7379259284330097
9552912a-4059-512a-b763-a63ac86316e2|1fc74360-1eee-5ab5-83ae-9ddba4684fab|0.6360847281976869
9552912a-4059-512a-b763-a63ac86316e2|1218990c-1a7c-5c42-9ef0-9a2927e402b8|0.7898091605887998
9552912a-4059-512a-b763-a63ac86316e2|b34655cd-33d8-5ac8-902e-346ec39e7967|0.8588459875288095
9552912a-4059-512a-b763-a63ac86316e2|57c92dcc-12c6-53cd-b651-c5bc34a6b777|0.7751918928956345
9552912a-4059-512a-b763-a63ac86316e2|094fc9ef-4e1f-5b40-99a0-a95c6c43617f|0.6555543526862185
9552912a-4059-512a-b763-a63ac86316e2|3703d027-8be0-5d11-97c9-f7f217c40a84|0.6702150826374206
9552912a-4059-512a-b763-a63ac86316e2|b7d5334c-1a65-5826-8c1b-9d69c737abda|0.5340872715518343
9552912a-4059-512a-b763-a63ac86316e2|9834bc65-168f-5cc1-9fba-688a32507cfb|0.5595167411785777
9552912a-4059-512a-b763-a63ac86316e2|307b0c20-50dc-54e2-a533-a81173857b3e|0.722405737080726
9552912a-4059-512a-b763-a63ac86316e2|9c4ebc94-5aea-5e2a-a7f8-8a89f5a9c27d|0.6159045545652915
9552912a-4059-512a-b763-a63ac86316e2|6cb72587-d8ee-5eb4-9bcf-0f9261d70653|0.5779330110258631
9552912a-4059-512a-b763-a63ac86316e2|e1c03b93-38d9-592d-845d-97d2c445efa8|0.7450226108791216
9552912a-4059-512a-b763-a63ac86316e2|a45de90e-2541-57e9-918c-53f7a516955f|0.6352380480881308
9552912a-4059-512a-b763-a63ac86316e2|a78fd621-25c0-51b9-a779-03e5849fe53c|0.5062818052971819
9552912a-4059-512a-b763-a63ac86316e2|69281c6a-f2e3-5b89-9a6e-d9eb933e5b14|0.6485433078707987
9552912a-4059-512a-b763-a63ac86316e2|78830a14-3528-5412-be1b-6a2f58662b19|0.5213674919682495
9552912a-4059-512a-b763-a63ac86316e2|626b2305-f860-57f2-87fb-974ff0ebface|0.519731208745495
9552912a-4059-512a-b763-a63ac86316e2|5e63086d-e484-5b9d-88aa-56f81f035021|0.6724038893928979
9552912a-4059-512a-b763-a63ac86316e2|f32626b4-aab7-5ba8-af49-b96d8be98f3b|0.5915723518553807
9552912a-4059-512a-b763-a63ac86316e2|c5648344-a30a-55ec-97a9-afffe19964e3|0.5724960517781149
9552912a-4059-512a-b763-a63ac86316e2|5b1addc4-1ead-5a9b-a517-3bd1c48d2f04|0.8007004295646233
63c7907f-10c8-5352-98db-0816c5689d28|bd552936-5761-5c8e-b693-91e8332deda0|0.5718427526163559
63c7907f-10c8-5352-98db-0816c5689d28|3322a035-aec0-5739-8b82-753262369af4|0.7395729549037563
63c7907f-10c8-5352-98db-0816c5689d28|9403df8d-ad72-5933-b219-9a547da29b0c|0.7946460553042157
63c7907f-10c8-5352-98db-0816c5689d28|d7711247-f3d7-5a03-8576-121a83af9fda|0.686994433652049
63c7907f-10c8-5352-98db-0816c5689d28|cef4f878-3fb5-587a-bb75-07318ba482cd|0.6222950673995034
63c7907f-10c8-5352-98db-0816c5689d28|aa1bae20-cedd-51fd-8025-f3312beeed35|0.7508644752271799
63c7907f-10c8-5352-98db-0816c5689d28|df796705-e47a-58e2-85b1-e381fb214900|0.5899773810042733
63c7907f-10c8-5352-98db-0816c5689d28|b869d684-4366-5b41-a556-d42b8de54b36|0.7097493349406366
63c7907f-10c8-5352-98db-0816c5689d28|e5da1060-66fa-56eb-a13b-bd1d4a31775b|0.7692020435173929
63c7907f-10c8-5352-98db-0816c5689d28|8a96881c-a002-5823-b3eb-579bc90af0eb|0.5013976060707461
63c7907f-10c8-5352-98db-0816c5689d28|75108c1c-f5d5-586c-b9bc-01c1106768bc|0.8026859736378105
63c7907f-10c8-5352-98db-0816c5689d28|a78fd621-25c0-51b9-a779-03e5849fe53c|0.6519215532980989
63c7907f-10c8-5352-98db-0816c5689d28|fc0fac10-2019-51c0-8418-0082326bc686|0.8738909052446532
5bb12fa2-b5b1-5093-b515-8eecec120a31|04fc1ddc-1e60-5bd5-b7d4-d68dc65536d9|0.9146947721041778
5bb12fa2-b5b1-5093-b515-8eecec120a31|f249fc7f-e01c-5d9c-a462-e704a1fda3ea|0.5386995410450032
5bb12fa2-b5b1-5093-b515-8eecec120a31|4bd5f74c-6d36-5bb4-9c2b-8a87a0c51cb5|0.60957995534494
5bb12fa2-b5b1-5093-b515-8eecec120a31|86efd4ac-c2a9-5e8a-96d3-a2cdac139c1b|0.6218849858854406
5bb12fa2-b5b1-5093-b515-8eecec120a31|9e7f546d-57e4-54db-9e3a-5bb3cc4d6731|0.6909955830797373
5bb12fa2-b5b1-5093-b515-8eecec120a31|b34655cd-33d8-5ac8-902e-346ec39e7967|0.6647677157627536
5bb12fa2-b5b1-5093-b515-8eecec120a31|7c769404-f4ee-5e44-ace0-ae3324b17bd8|0.5553151289356612
5bb12fa2-b5b1-5093-b515-8eecec120a31|14a54548-274f-5283-8bac-9fe7daa11923|0.7273985913229479
5bb12fa2-b5b1-5093-b515-8eecec120a31|b7d5334c-1a65-5826-8c1b-9d69c737abda|0.6974911270204365
5bb12fa2-b5b1-5093-b515-8eecec120a31|1f5cb979-2482-528f-8985-2a8c6301cc75|0.6319648613797704
5bb12fa2-b5b1-5093-b515-8eecec120a31|985a1660-7715-5448-83e6-ba465a86223b|0.6702085613630838
5bb12fa2-b5b1-5093-b515-8eecec120a31|c5648344-a30a-55ec-97a9-afffe19964e3|0.5887518204169047
04fc1ddc-1e60-5bd5-b7d4-d68dc65536d9|53dc234a-a6f4-5c5f-8b82-eb1cdd52e0c5|0.5248324095642036
04fc1ddc-1e60-5bd5-b7d4-d68dc65536d9|4bd5f74c-6d36-5bb4-9c2b-8a87a0c51cb5|0.5751152196473456
04fc1ddc-1e60-5bd5-b7d4-d68dc65536d9|9e7f546d-57e4-54db-9e3a-5bb3cc4d6731|0.5757648276621297
04fc1ddc-1e60-5bd5-b7d4-d68dc65536d9|b34655cd-33d8-5ac8-902e-346ec39e7967|0.7083078379456933
04fc1ddc-1e60-5bd5-b7d4-d68dc65536d9|7c769404-f4ee-5e44-ace0-ae3324b17bd8|0.5579754827175026
04fc1ddc-1e60-5bd5-b7d4-d68dc65536d9|14a54548-274f-5283-8bac-9fe7daa11923|0.696585803157264
04fc1ddc-1e60-5bd5-b7d4-d68dc65536d9|b7d5334c-1a65-5826-8c1b-9d69c737abda|0.6769268008907716
